Compound,Element,Anion,MW (g/mol),Temp (°C),Mass %,Molarity (M),log S,g/100mL H2O,Source,Substance Name,SMILES,Data Quality,SD,Measurements
2-(4-chloro-2-fluorophenyl)acetonitrile,,,169.586,25,0.043181346,0.00254738,-2.59390625,0.0432,"Sci Data 6, 143 (2019) - G1",2-(4-chloro-2-fluorophenyl)acetonitrile,Fc1cc(Cl)ccc1CC#N,G1,0,1
2-(4-chloro-2-methylphenoxy)ethanethioic S-acid,,,216.689,25,0.014988969,0.000691831,-3.16,0.014991216,"Sci Data 6, 143 (2019) - G1",2-(4-chloro-2-methylphenoxy)ethanethioic S-acid,CC1=C(OCC(O)=S)C=CC(Cl)=C1,G1,0,1
"2-(4-methyl-2,6-dioxo-3H-pyrimidin-5-yl)acetic aci",,,184.151,25,0.090111984,0.004897788,-2.31,0.090193259,"Sci Data 6, 143 (2019) - G1","2-(4-methyl-2,6-dioxo-3H-pyrimidin-5-yl)acetic acid",CC1=C(CC(=O)O)C(=O)NC(=O)N1,G1,0,1
2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)p,,,261.281,25,1.117373677,0.043248457,-1.364029386,1.13,"Sci Data 6, 143 (2019) - G1",2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,G1,0,1
"2-(4-methylpent-3-enyl)anthracene-9,10-dione",,,290.362,25,3E-07,1.03319E-08,-7.985818524,3E-07,"Sci Data 6, 143 (2019) - G1","2-(4-methylpent-3-enyl)anthracene-9,10-dione",CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,G1,0,1
"2-(4-methylphenyl)-1,3-benzothiazole",,,225.316,25,0.001006439,4.46684E-05,-4.35,0.00100645,"Sci Data 6, 143 (2019) - G1","2-(4-methylphenyl)-1,3-benzothiazole",CC1=CC=C(C2=NC3=C(C=CC=C3)S2)C=C1,G1,0,1
2-(4-methylpiperazin-1-yl)ethyl 2-(6-methoxynaphth,,,356.466,25,1.140347442,0.032359366,-1.49,1.153501365,"Sci Data 6, 143 (2019) - G1",2-(4-methylpiperazin-1-yl)ethyl 2-(6-methoxynaphthalen-2-yl)propanoate,COC1=CC2=CC=C(C(C)C(=O)OCCN3CCN(C)CC3)C=C2C=C1,G1,0,1
2-(4-oxo-1H-quinazolin-2-yl)benzenesulfonamide,,,301.327,25,0.025057008,0.000831764,-3.08,0.025063288,"Sci Data 6, 143 (2019) - G1",2-(4-oxo-1H-quinazolin-2-yl)benzenesulfonamide,NS(=O)(=O)C1=C(C2=NC3=C(C=CC=C3)C(=O)N2)C=CC=C1,G1,0,1
2-(4-phenylbenzoyl)benzoic acid,,,302.329,25,0.000448998,1.48514E-05,-4.828233467,0.000449,"Sci Data 6, 143 (2019) - G1",2-(4-phenylbenzoyl)benzoic acid,OC(=O)c1ccccc1C(=O)c2ccc(cc2)c3ccccc3,G1,0,1
2-(4-phenylphenyl)acetamide,,,211.264,25,0.009880583,0.000467735,-3.33,0.00988156,"Sci Data 6, 143 (2019) - G1",2-(4-phenylphenyl)acetamide,NC(=O)CC1=CC=C(C2=CC=CC=C2)C=C1,G1,0,1
2-(4-tert-butylphenoxymethyl)oxirane,,,206.285,25,0.007659413,0.000371331,-3.43023888,0.00766,"Sci Data 6, 143 (2019) - G1",2-(4-tert-butylphenoxymethyl)oxirane,CC(C)(C)c1ccc(OCC2CO2)cc1,G1,0,1
"2-(5-benzyl-2,4-dioxo-3-phenylimidazolidin-1-yl)ac",,,324.336,25,0.03988613,0.001230269,-2.91,0.039902045,"Sci Data 6, 143 (2019) - G1","2-(5-benzyl-2,4-dioxo-3-phenylimidazolidin-1-yl)acetic acid",O=C(O)CN1C(=O)N(C2=CC=CC=C2)C(=O)C1CC1=CC=CC=C1,G1,0,1
"2-(5-benzyl-2,4-dioxoimidazolidin-1-yl)acetic acid",,,248.238,25,0.400980568,0.016218101,-1.79,0.402594895,"Sci Data 6, 143 (2019) - G1","2-(5-benzyl-2,4-dioxoimidazolidin-1-yl)acetic acid",O=C(O)CN1C(=O)NC(=O)C1CC1=CC=CC=C1,G1,0,1
2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,,,170.252,25,0.269272963,0.015858845,-1.799728458,0.27,"Sci Data 6, 143 (2019) - G1",2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,CC(C)(O)C1CCC(C)(O1)C=C,G1,0,1
2-(5-nitrofuran-2-yl)-1H-benzimidazole,,,229.195,25,0.002952516,0.000128825,-3.89,0.002952604,"Sci Data 6, 143 (2019) - G1",2-(5-nitrofuran-2-yl)-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],G1,0,1
2-(6-Methoxy-2-naphthyl)propionic acid (e)-3-hexen,,,312.409,25,1.36371E-06,4.36516E-08,-7.36,1.36371E-06,"Sci Data 6, 143 (2019) - G1",2-(6-Methoxy-2-naphthyl)propionic acid (e)-3-hexenyl ester,CCC=CCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,G1,0,1
"2-(6-methoxybenzofuran-2-yl)-1,3-dimethyl-5-(methy",,,432.498,25,41.369606,1.631452631,0.212574469,70.56,"Sci Data 6, 143 (2019) - G1","2-(6-methoxybenzofuran-2-yl)-1,3-dimethyl-5-(methylsulphonyl)1H-benzimidazolium acetate",COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O.CC([O-])=O,G1,0,1
2-(7-ethyl-1H-indol-3-yl)ethan-1-ol,,,189.258,25,0.229472214,0.012152723,-1.91532641,0.23,"Sci Data 6, 143 (2019) - G1",2-(7-ethyl-1H-indol-3-yl)ethan-1-ol,CCc1cccc2c(CCO)c[nH]c12,G1,0,1
2-(9H-fluoren-9-ylmethoxycarbonylamino)-4-methylpe,,,353.418,25,0.006430737,0.00018197,-3.74,0.00643115,"Sci Data 6, 143 (2019) - G1",2-(9H-fluoren-9-ylmethoxycarbonylamino)-4-methylpentanoic acid,CC(C)CC(NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O,G1,0,1
2-(Ethylamino)-2-oxoethyl benzoate,,,225.247,25,0.002252419,0.0001,-4,0.00225247,"Sci Data 6, 143 (2019) - G1",2-(Ethylamino)-2-oxoethyl benzoate,CC1=CC(=O)N(O)C2=C1C1=C(C=CC=C1)C=C2,G1,0,1
2-(acetyloxy)-4-bromo-benzoic acid,,,259.055,25,0.066619682,0.002573357,-2.5895,0.066664094,"Sci Data 6, 143 (2019) - G1",2-(acetyloxy)-4-bromo-benzoic acid,CC(=O)Oc1ccc(Br)cc1C(O)=O,G1,0,1
2-(benzoylamino)-2-methylpropanoic acid,,,207.229,25,3.476046929,0.173780083,-0.76,3.601227279,"Sci Data 6, 143 (2019) - G1",2-(benzoylamino)-2-methylpropanoic acid,CC(C)(NC(=O)C1=CC=CC=C1)C(=O)O,G1,0,1
2-(benzoylamino)-3-hydroxybutanoic acid,,,223.228,25,1.29740993,0.058884366,-1.23,1.314463915,"Sci Data 6, 143 (2019) - G1",2-(benzoylamino)-3-hydroxybutanoic acid,CC(O)C(NC(=O)C1=CC=CC=C1)C(=O)O,G1,0,1
2-(benzoylamino)-3-hydroxypropanoic acid,,,209.201,25,2.509155567,0.123026877,-0.91,2.573734571,"Sci Data 6, 143 (2019) - G1",2-(benzoylamino)-3-hydroxypropanoic acid,O=C(NC(CO)C(=O)O)C1=CC=CC=C1,G1,0,1
2-(benzoylamino)-3-methoxybutanoic acid,,,237.255,25,0.429877205,0.018197009,-1.74,0.431733127,"Sci Data 6, 143 (2019) - G1",2-(benzoylamino)-3-methoxybutanoic acid,COC(C)C(NC(=O)C1=CC=CC=C1)C(=O)O,G1,0,1
2-(benzoyloxy)ethyl benzoate,,,270.284,25,0.000229999,8.50957E-06,-5.070092502,0.00023,"Sci Data 6, 143 (2019) - G1",2-(benzoyloxy)ethyl benzoate,O=C(OCCOC(=O)c1ccccc1)c2ccccc2,G1,0,1
2-(bis(1-methylethyl)amino)ethanol,,,145.246,25,1.18583263,0.082622817,-1.0829,1.200063373,"Sci Data 6, 143 (2019) - G1",2-(bis(1-methylethyl)amino)ethanol,CC(C)N(CCO)C(C)C,G1,0,1
2-(bis(2-cyanoethyl)amino)propanoic acid,,,195.222,25,11.65970596,0.676082975,-0.17,13.19862706,"Sci Data 6, 143 (2019) - G1",2-(bis(2-cyanoethyl)amino)propanoic acid,CC(C(=O)O)N(CCC#N)CCC#N,G1,0,1
2-(butan-2-yl)cyclohexan-1-one,,,154.253,25,0.057666726,0.003740608,-2.427057806,0.0577,"Sci Data 6, 143 (2019) - G1",2-(butan-2-yl)cyclohexan-1-one,CCC(C)C1CCCCC1=O,G1,0,1
2-(butan-2-yl)phenol,,,150.221,25,0.145787151,0.009719014,-2.012377793,0.146,"Sci Data 6, 143 (2019) - G1",2-(butan-2-yl)phenol,CCC(C)c1ccccc1O,G1,0,1
2-(butoxymethyl)oxirane; propan-2-amine; trifluoro,,,257.105,25,6.933457423,0.289764882,-0.53795425,7.450000001,"Sci Data 6, 143 (2019) - G1",2-(butoxymethyl)oxirane; propan-2-amine; trifluoroborane,CCCCOCC1CO1.CC(C)N.FB(F)F,G1,0,1
2-(butylamino)ethan-1-ol,,,117.192,25,50,8.533005666,0.931102034,100,"Sci Data 6, 143 (2019) - G1",2-(butylamino)ethan-1-ol,CCCCNCCO,G1,0,1
2-(carbamoylamino)hexanoic acid,,,174.2,25,0.120371887,0.00691831,-2.16,0.120516955,"Sci Data 6, 143 (2019) - G1",2-(carbamoylamino)hexanoic acid,CCCCC(NC(N)=O)C(=O)O,G1,0,1
2-(carboxymethylamino)-3-(4-hydroxyphenyl)propanoi,,,239.227,25,0.061453019,0.002570396,-2.59,0.061490807,"Sci Data 6, 143 (2019) - G1",2-(carboxymethylamino)-3-(4-hydroxyphenyl)propanoic acid,O=C(O)CNC(CC1=CC=C(O)C=C1)C(=O)O,G1,0,1
2-(carboxymethylamino)-3-phenylpropanoic acid,,,223.228,25,0.154197907,0.00691831,-2.16,0.154436044,"Sci Data 6, 143 (2019) - G1",2-(carboxymethylamino)-3-phenylpropanoic acid,O=C(O)CNC(CC1=CC=CC=C1)C(=O)O,G1,0,1
2-(chloromethyl)oxirane,,,92.525,25,6.182568721,0.712239935,-0.147373679,6.59,"Sci Data 6, 143 (2019) - G1",2-(chloromethyl)oxirane,ClCC1CO1,G1,0,1
2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)pro,,,406.906,25,0.000239999,5.89817E-06,-5.229282852,0.00024,"Sci Data 6, 143 (2019) - G1",2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methylprop-2-enoic acid,CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,G1,0,1
2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)pro,,,378.896,25,0.001599974,4.22279E-05,-4.374400038,0.0016,"Sci Data 6, 143 (2019) - G1",2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methyloxirane,CC1CO1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.ClCC4CO4,G1,0,1
2-(cyclohexylamino)ethane-1-sulfonic acid,,,229.277,25,16.06513346,0.834798083,-0.078418557,19.14,"Sci Data 6, 143 (2019) - G1",2-(cyclohexylamino)ethane-1-sulfonic acid,[Na+].[O-][S](=O)(=O)CCNC1CCCCC1,G1,0,1
"2-(cyclohexylsulfanyl)-2,3-dihydro-1H-isoindole-1,",,,261.346,25,0.001239985,4.74467E-05,-4.323794172,0.00124,"Sci Data 6, 143 (2019) - G1","2-(cyclohexylsulfanyl)-2,3-dihydro-1H-isoindole-1,3-dione",O=C1N(SC2CCCCC2)C(=O)c3ccccc13,G1,0,1
2-(dibutylamino)ethan-1-ol,,,173.3,25,0.398406374,0.023081362,-1.636738571,0.4,"Sci Data 6, 143 (2019) - G1",2-(dibutylamino)ethan-1-ol,CCCCN(CCO)CCCC,G1,0,1
2-(diethylacetoxy)benzoic  acid,,,236.267,25,0.340347399,0.014454398,-1.84,0.341509718,"Sci Data 6, 143 (2019) - G1",2-(diethylacetoxy)benzoic  acid,CCC(CC)C(=O)OC1=C(C=CC=C1)C(O)=O,G1,0,1
2-(diethylamino)-ethanol,,,117.192,25,49.99988291,8.532965702,0.9311,99.99953165,"Sci Data 6, 143 (2019) - G1",2-(diethylamino)-ethanol,CCN(CC)CCO,G1,0,1
2-(dimethylamino)-2-methylpropan-1-ol,,,153.653,25,50,6.508171008,0.813458956,99.99999999,"Sci Data 6, 143 (2019) - G1",2-(dimethylamino)-2-methylpropan-1-ol,[H+].[Cl-].CN(C)C(C)(C)CO,G1,0,1
"2-(diphenyl-1,3,5-triazin-2-yl)-5-(hexyloxy)phenol",,,425.532,25,3E-08,7.05E-10,-9.15181097,3E-08,"Sci Data 6, 143 (2019) - G1","2-(diphenyl-1,3,5-triazin-2-yl)-5-(hexyloxy)phenol",CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,G1,0,1
2-(ethylsulfanylcarbothioylamino)butanedioic acid,,,237.302,25,0.979549297,0.041686938,-1.38,0.989239384,"Sci Data 6, 143 (2019) - G1",2-(ethylsulfanylcarbothioylamino)butanedioic acid,CCSC(=S)NC(CC(=O)O)C(=O)O,G1,0,1
"2-(heptan-3-yl)-1,3-dioxolane",,,172.268,25,0.013078289,0.000759282,-3.119596868,0.01308,"Sci Data 6, 143 (2019) - G1","2-(heptan-3-yl)-1,3-dioxolane",CCCCC(CC)C1OCCO1,G1,0,1
"2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[",,,266.337,25,0.065335266,0.002454709,-2.61,0.065377981,"Sci Data 6, 143 (2019) - G1","2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.0^{2,7}]dodec-5-ene-12,2'-oxirane]-11-ol",CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1,G1,0,1
2-(hydroxymethyl)-2-[(oleoyloxy)methyl]butyl octad,,,663.081,25,1.26E-07,1.90022E-09,-8.721196039,1.26E-07,"Sci Data 6, 143 (2019) - G1",2-(hydroxymethyl)-2-[(oleoyloxy)methyl]butyl octadec-9-enoate (non-preferred name),CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCCCCC\C=C/CCCCCCCC,G1,0,1
2-(hydroxymethyl)-6-(2-naphthalen-1-ylethoxy)oxane,,,334.368,25,2.529858915,0.077624712,-1.11,2.595521959,"Sci Data 6, 143 (2019) - G1","2-(hydroxymethyl)-6-(2-naphthalen-1-ylethoxy)oxane-3,4,5-triol",OCC1OC(OCCC2=C3C=CC=CC3=CC=C2)C(O)C(O)C1O,G1,0,1
"2-(hydroxymethyl)-6-(3-nitrophenoxy)oxane-3,4,5-tr",,,301.251,25,1.556381521,0.052480746,-1.28,1.580987722,"Sci Data 6, 143 (2019) - G1","2-(hydroxymethyl)-6-(3-nitrophenoxy)oxane-3,4,5-triol",C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-],G1,0,1
"2-(hydroxymethyl)-6-(phenoxy)oxane-3,4,5-triol",,,256.254,25,0.880701775,0.034673685,-1.46,0.888527049,"Sci Data 6, 143 (2019) - G1","2-(hydroxymethyl)-6-(phenoxy)oxane-3,4,5-triol",OCC1OC(OC2=CC=CC=C2)C(O)C(O)C1O,G1,0,1
2-(methoxymethyl)-5-no2 furan,,,157.125,25,1.088162018,0.070016436,-1.1548,1.10013325,"Sci Data 6, 143 (2019) - G1",2-(methoxymethyl)-5-no2 furan,COCc1oc(cc1)[N+]([O-])=O,G1,0,1
2-(methyl-(phenylmethylsulfanylcarbothioyl)amino)a,,,255.364,25,0.015034686,0.000588844,-3.23,0.015036947,"Sci Data 6, 143 (2019) - G1",2-(methyl-(phenylmethylsulfanylcarbothioyl)amino)acetic acid,CN(CC(=O)O)C(=S)SCC1=CC=CC=C1,G1,0,1
2-(methylamino)-1-phenylpropan-1-ol,,,165.236,25,0.645802285,0.039337675,-1.405191317,0.65,"Sci Data 6, 143 (2019) - G1",2-(methylamino)-1-phenylpropan-1-ol,CN[C@@H](C)[C@@H](O)c1ccccc1,G1,0,1
2-(methylamino)-1-phenylpropan-1-ol hydrochloride,,,201.697,25,16.66666667,0.991586389,-0.003669443,20,"Sci Data 6, 143 (2019) - G1",2-(methylamino)-1-phenylpropan-1-ol hydrochloride,[Cl-].CN[C@@H](C)[C@H](O)c1ccccc1.[H+],G1,0,1
2-(methylamino)ethan-1-ol,,,75.111,25,50,13.31362916,1.124296456,99.99999999,"Sci Data 6, 143 (2019) - G1",2-(methylamino)ethan-1-ol,CNCCO,G1,0,1
"2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole",,,252.364,25,0.003899848,0.000154539,-3.810962795,0.0039,"Sci Data 6, 143 (2019) - G1","2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole",C1CN(CCO1)Sc2sc3ccccc3n2,G1,0,1
2-(n4-acetyl)sulfathiazole,,,297.361,25,0.011046788,0.000371535,-3.43,0.011048009,"Sci Data 6, 143 (2019) - G1",2-(n4-acetyl)sulfathiazole,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2,G1,0,1
"2-(n4-glycylglycylsulfanilamido)-1,3,4-thiadiazole",,,449.496,25,2.253345233,0.051286138,-1.29,2.305291407,"Sci Data 6, 143 (2019) - G1","2-(n4-glycylglycylsulfanilamido)-1,3,4-thiadiazole-5-sulfonamide",NCC(=O)NCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,G1,0,1
2-(p-chlorophenoxy)propionic acid,,,200.621,25,0.14677041,0.007326558,-2.1351,0.146986142,"Sci Data 6, 143 (2019) - G1",2-(p-chlorophenoxy)propionic acid,CC(Oc1ccc(Cl)cc1)C(O)=O,G1,0,1
"2-(phenoxy)oxane-3,4,5-triol",,,226.228,25,0.492495415,0.021877616,-1.66,0.494932937,"Sci Data 6, 143 (2019) - G1","2-(phenoxy)oxane-3,4,5-triol",OC1COC(OC2=CC=CC=C2)C(O)C1O,G1,0,1
2-(phenoxymethyl)oxirane,,,150.177,25,0.239425379,0.015981142,-1.796392183,0.24,"Sci Data 6, 143 (2019) - G1",2-(phenoxymethyl)oxirane,C1OC1COc2ccccc2,G1,0,1
2-(phenyl-(phenylmethylsulfanylcarbothioyl)amino)a,,,317.435,25,0.003816262,0.000120226,-3.92,0.003816408,"Sci Data 6, 143 (2019) - G1",2-(phenyl-(phenylmethylsulfanylcarbothioyl)amino)acetic acid,O=C(O)CN(C(=S)SCC1=CC=CC=C1)C1=CC=CC=C1,G1,0,1
"2-(phenylamino)-3,7-dihydropurin-6-one",,,227.227,25,0.001723663,7.58578E-05,-4.12,0.001723693,"Sci Data 6, 143 (2019) - G1","2-(phenylamino)-3,7-dihydropurin-6-one",O=C1NC(NC2=CC=CC=C2)=NC2=C1N=CN2,G1,0,1
2-(phenylmethoxycarbothioylsulfanyl)acetic acid,,,242.321,25,0.050602414,0.002089296,-2.68,0.050628033,"Sci Data 6, 143 (2019) - G1",2-(phenylmethoxycarbothioylsulfanyl)acetic acid,O=C(O)CSC(=S)OCC1=CC=CC=C1,G1,0,1
2-(piperazin-1-yl)ethan-1-amine,,,129.207,25,9.090909091,0.773951876,-0.111286043,10,"Sci Data 6, 143 (2019) - G1",2-(piperazin-1-yl)ethan-1-amine,NCCN1CCNCC1,G1,0,1
2-(pivaloyloxymethyl)allopurinol,,,250.258,25,0.168909387,0.00676083,-2.17,0.169195173,"Sci Data 6, 143 (2019) - G1",2-(pivaloyloxymethyl)allopurinol,CC(C)(C)C(=O)OC[N]1C=C2C(=O)NC=NC2=N1,G1,0,1
"2-(prop-1-en-1-yl)-2,3,3-tripropylbutanedioic acid",,,284.396,25,0.009089174,0.000319625,-3.495359601,0.00909,"Sci Data 6, 143 (2019) - G1","2-(prop-1-en-1-yl)-2,3,3-tripropylbutanedioic acid",CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,G1,0,1
2-(sec-butylamino)ethanol,,,117.192,25,35.23316062,4.641955082,0.666700934,54.4,"Sci Data 6, 143 (2019) - G1",2-(sec-butylamino)ethanol,CCC(C)NCCO,G1,0,1
2-(thiocyanatemethylthio)benzothiazole,,,238.362,25,0.012499215,0.000524445,-3.2803,0.012500777,"Sci Data 6, 143 (2019) - G1",2-(thiocyanatemethylthio)benzothiazole,N#CSCSc1sc2ccccc2n1,G1,0,1
2-(trifluoromethyl)aniline,,,161.126,25,0.338847917,0.021101498,-1.675686709,0.34,"Sci Data 6, 143 (2019) - G1",2-(trifluoromethyl)aniline,Nc1ccccc1C(F)(F)F,G1,0,1
2-(trimethylacetoxy)benzoic  acid,,,222.24,25,0.021713404,0.000977237,-3.01,0.02171812,"Sci Data 6, 143 (2019) - G1",2-(trimethylacetoxy)benzoic  acid,CC(C)(C)C(=O)OC1=C(C=CC=C1)C(O)=O,G1,0,1
"2-({2,2-bis[(prop-2-enoyloxy)methyl]butoxy}methyl)",,,466.527,25,0.001499978,3.21525E-05,-4.492785524,0.0015,"Sci Data 6, 143 (2019) - G1","2-({2,2-bis[(prop-2-enoyloxy)methyl]butoxy}methyl)-2-[(prop-2-enoyloxy)methyl]butyl prop-2-enoate",CCC(COCC(CC)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,G1,0,1
2-({2-[2-(dimethylamino)ethoxy]ethyl}(methyl)amino,,,190.287,25,36.30573248,2.995475256,0.476465736,56.99999999,"Sci Data 6, 143 (2019) - G1",2-({2-[2-(dimethylamino)ethoxy]ethyl}(methyl)amino)ethan-1-ol,CN(C)CCOCCN(C)CCO,G1,0,1
2-({3-[bis(carboxymethyl)amino]propyl}(carboxymeth,,,306.271,25,1.029295329,0.033956855,-1.469072537,1.04,"Sci Data 6, 143 (2019) - G1",2-({3-[bis(carboxymethyl)amino]propyl}(carboxymethyl)amino)acetic acid,OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,G1,0,1
2-({[6-(oxiran-2-ylmethoxy)naphthalen-1-yl]oxy}met,,,272.3,25,0.003279892,0.000120455,-3.919173798,0.00328,"Sci Data 6, 143 (2019) - G1",2-({[6-(oxiran-2-ylmethoxy)naphthalen-1-yl]oxy}methyl)oxirane,C1OC1COc2ccc3c(OCC4CO4)cccc3c2,G1,0,1
"2-Amino-2-(4-aminophenyl)-N-[(2R,5S,6S)-3,3-dimeth",,,388.457,25,1.034726993,0.026915348,-1.57,1.045545535,"Sci Data 6, 143 (2019) - G1","2-Amino-2-(4-aminophenyl)-N-[(2R,5S,6S)-3,3-dimethyl-7-oxo-2-(2H-tetrazol-5-yl)-4-thia-1-azabicyclo[3.2.0]hept-6-yl]acetamide",CC1(C)SC2C(NC(=O)C(N)C3=CC=C(N)C=C3)C(=O)N2C1C4=NN=N[NH]4,G1,0,1
2-Amino-6-(9H-fluoren-9-ylmethoxycarbonylamino)hex,,,368.433,25,0.036829731,0.001,-3,0.0368433,"Sci Data 6, 143 (2019) - G1",2-Amino-6-(9H-fluoren-9-ylmethoxycarbonylamino)hexanoic acid,NC(CCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)O,G1,0,1
2-Bromotoluene,,Br,171.037,25,0.100612721,0.005888437,-2.23,0.100714052,"Sci Data 6, 143 (2019) - G1",2-Bromotoluene,Cc1ccccc1Br,G1,0,1
"2-Butenedioic acid (E)-, di-C12-18-alkyl esters",,,536.882,25,1.5E-05,2.79391E-07,-6.553787585,1.5E-05,"Sci Data 6, 143 (2019) - G1","2-Butenedioic acid (E)-, di-C12-18-alkyl esters",CCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCC,G1,0,1
"2-Butenedioic acid (E)-, di-C16-18-alkyl esters",,,592.99,25,5E-06,8.43185E-08,-7.074077365,5E-06,"Sci Data 6, 143 (2019) - G1","2-Butenedioic acid (E)-, di-C16-18-alkyl esters",CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,G1,0,1
"2-Butenedioic acid (E)-, di-C8-18-alkyl esters",,,340.504,25,1.5E-05,4.40523E-07,-6.356030959,1.5E-05,"Sci Data 6, 143 (2019) - G1","2-Butenedioic acid (E)-, di-C8-18-alkyl esters",CCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC,G1,0,1
"2-Chloro-1,1-difluoroethane",,,100.495,25,1.185770751,0.119408926,-0.922963209,1.2,"Sci Data 6, 143 (2019) - G1","2-Chloro-1,1-difluoroethane",FC(F)CCl,G1,0,1
2-Chloro-6-[(E)-(4-hydroxyphenyl)diazenyl]benzoic ,,,276.679,25,0.027660247,0.001,-3,0.0276679,"Sci Data 6, 143 (2019) - G1",2-Chloro-6-[(E)-(4-hydroxyphenyl)diazenyl]benzoic acid,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl,G1,0,1
2-Ethyl-2-hexanal,,,126.199,25,0.043738705,0.003467369,-2.46,0.043757844,"Sci Data 6, 143 (2019) - G1",2-Ethyl-2-hexanal,CCCC=C(CC)C=O,G1,0,1
2-Ethyl-N-hydroxy-2-(4-methylbenzyl)butanamide,,,235.327,25,0.010510566,0.000446684,-3.35,0.010511671,"Sci Data 6, 143 (2019) - G1",2-Ethyl-N-hydroxy-2-(4-methylbenzyl)butanamide,CCC(CC)(CC1=CC=C(C)C=C1)C(=O)NO,G1,0,1
2-Ethylbutanal,,,100.161,25,0.301569194,0.030199517,-1.52,0.302481384,"Sci Data 6, 143 (2019) - G1",2-Ethylbutanal,CCC(CC)C=O,G1,0,1
2-Ethylhexyl (2S)-2-hydroxypropanoate,,,202.294,25,0.042881604,0.002120676,-2.67352571,0.0429,"Sci Data 6, 143 (2019) - G1",2-Ethylhexyl (2S)-2-hydroxypropanoate,CCCCC(CC)COC(=O)[C@H](C)O,G1,0,1
2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethanone,,,182.175,25,0.301423934,0.016595869,-1.78,0.302335245,"Sci Data 6, 143 (2019) - G1",2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethanone,COC1=C(O)C=CC(C(=O)CO)=C1,G1,0,1
2-Hydroxy-3-phenoxy-N-phenylpropanamide,,,257.289,25,0.099996942,0.003890451,-2.41,0.100097036,"Sci Data 6, 143 (2019) - G1",2-Hydroxy-3-phenoxy-N-phenylpropanamide,O=C(NC1=CC=CC=C1)C(O)COC1=CC=CC=C1,G1,0,1
"2-Hydroxy-N,N-dimethylpropanamide",,,117.148,25,83.33333333,42.68105303,1.630235126,500,"Sci Data 6, 143 (2019) - G1","2-Hydroxy-N,N-dimethylpropanamide",CC(O)C(=O)N(C)C,G1,0,1
2-Mentanol  ,,,156.269,25,7.419780206,0.512861384,-0.29,8.014433561,"Sci Data 6, 143 (2019) - G1",2-Mentanol  ,CC(C)C1C(C)CCCC1O,G1,0,1
2-Methyl-1-nitronaphthalene,,,187.198,25,0.001005303,5.37032E-05,-4.27,0.001005313,"Sci Data 6, 143 (2019) - G1",2-Methyl-1-nitronaphthalene,CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-],G1,0,1
